X,Y,Red,NIR,Class
155,85,870.0,1934.0,1
160,85,1011.0,2339.0,1
165,85,437.0,1183.0,1
170,85,665.0,1825.0,1
175,85,375.0,460.0,0
180,85,1183.0,1714.0,0
185,85,1326.0,2570.0,1
190,85,737.0,2294.0,1
195,85,625.0,1785.0,1
200,85,391.0,1561.0,1
205,85,300.0,785.0,1
210,85,259.0,662.0,1
215,85,366.0,591.0,0
220,85,713.0,1265.0,0
225,85,625.0,1223.0,1
230,85,1832.0,2412.0,0
235,85,2236.0,2405.0,0
240,85,941.0,915.0,0
245,85,518.0,483.0,0
250,85,3821.0,3921.0,0
255,85,5031.0,4783.0,0
260,85,1783.0,1978.0,0
265,85,2125.0,2234.0,0
270,85,595.0,539.0,0
275,85,504.0,472.0,0
280,85,488.0,640.0,0
285,85,528.0,541.0,0
290,85,921.0,1848.0,1
295,85,558.0,1208.0,1
300,85,374.0,1152.0,1
10,90,6509.0,6128.0,0
15,90,6934.0,6493.0,0
20,90,4655.0,4719.0,0
25,90,2446.0,2824.0,0
30,90,6605.0,6190.0,0
35,90,842.0,763.0,0
40,90,1326.0,1259.0,0
45,90,657.0,467.0,0
50,90,2500.0,2642.0,0
55,90,2338.0,2421.0,0
60,90,550.0,709.0,0
65,90,1061.0,1618.0,0
70,90,807.0,2701.0,1
75,90,565.0,1986.0,1
80,90,418.0,1516.0,1
85,90,1862.0,2743.0,0
90,90,1029.0,2496.0,1
95,90,568.0,1642.0,1
100,90,826.0,2047.0,1
105,90,768.0,2561.0,1
110,90,502.0,1161.0,1
115,90,982.0,2316.0,1
120,90,349.0,1132.0,1
125,90,419.0,1662.0,1
130,90,581.0,2063.0,1
135,90,595.0,2320.0,1
140,90,501.0,2006.0,1
145,90,676.0,2026.0,1
150,90,1389.0,2549.0,0
155,90,1241.0,2273.0,0
160,90,719.0,2080.0,1
165,90,502.0,924.0,0
170,90,557.0,599.0,0
175,90,740.0,1618.0,1
180,90,690.0,1987.0,1
185,90,819.0,1957.0,1
190,90,554.0,1988.0,1
195,90,455.0,1273.0,1
200,90,332.0,860.0,1
205,90,269.0,405.0,0
210,90,446.0,1157.0,1
215,90,589.0,1243.0,1
220,90,402.0,856.0,1
225,90,766.0,633.0,0
230,90,4484.0,3770.0,0
235,90,4908.0,4538.0,0
240,90,6250.0,5788.0,0
245,90,5825.0,5806.0,0
250,90,1188.0,2063.0,0
255,90,4538.0,4302.0,0
260,90,2825.0,3102.0,0
265,90,7721.0,7265.0,0
270,90,5630.0,5248.0,0
275,90,4490.0,3854.0,0
280,90,2095.0,2615.0,0
285,90,1964.0,2630.0,0
290,90,346.0,452.0,0
295,90,911.0,1779.0,1
300,90,643.0,1448.0,1
10,95,6852.0,6582.0,0
15,95,8360.0,7831.0,0
20,95,6978.0,6584.0,0
25,95,8329.0,7590.0,0
30,95,672.0,570.0,0
35,95,8036.0,7567.0,0
40,95,10517.0,9761.0,0
45,95,2771.0,2398.0,0
50,95,683.0,636.0,0
55,95,1760.0,2127.0,0
60,95,1089.0,1622.0,0
65,95,1204.0,2104.0,0
70,95,947.0,1896.0,1
75,95,558.0,1841.0,1
80,95,546.0,1718.0,1
85,95,564.0,1875.0,1
90,95,943.0,2531.0,1
95,95,775.0,1957.0,1
100,95,848.0,1964.0,1
105,95,608.0,2234.0,1
110,95,691.0,2174.0,1
115,95,490.0,1314.0,1
120,95,617.0,2139.0,1
125,95,668.0,2005.0,1
130,95,448.0,1498.0,1
135,95,644.0,1873.0,1
140,95,510.0,2074.0,1
145,95,600.0,1047.0,0
150,95,188.0,178.0,0
155,95,182.0,226.0,0
160,95,341.0,411.0,0
165,95,396.0,534.0,0
170,95,710.0,2425.0,1
175,95,892.0,2016.0,1
180,95,668.0,2510.0,1
185,95,578.0,2146.0,1
190,95,486.0,1336.0,1
195,95,401.0,1106.0,1
200,95,270.0,760.0,1
205,95,763.0,1986.0,1
210,95,1350.0,2385.0,0
215,95,1520.0,1340.0,0
220,95,538.0,584.0,0
225,95,599.0,645.0,0
230,95,3904.0,3805.0,0
235,95,1742.0,1722.0,0
240,95,810.0,585.0,0
245,95,1272.0,2071.0,0
250,95,1094.0,2175.0,1
255,95,4342.0,4190.0,0
260,95,2086.0,1890.0,0
265,95,4820.0,4571.0,0
270,95,1290.0,1050.0,0
275,95,6823.0,6294.0,0
280,95,4232.0,3693.0,0
285,95,2525.0,2633.0,0
290,95,827.0,2140.0,1
295,95,926.0,1694.0,0
300,95,274.0,535.0,1
10,100,5834.0,5243.0,0
15,100,4646.0,4279.0,0
20,100,8433.0,7821.0,0
25,100,8230.0,7339.0,0
30,100,7466.0,6828.0,0
35,100,3403.0,3133.0,0
40,100,2620.0,2814.0,0
45,100,7551.0,7163.0,0
50,100,3362.0,3413.0,0
55,100,3096.0,3371.0,0
60,100,1962.0,2116.0,0
65,100,853.0,1977.0,1
70,100,475.0,1296.0,1
75,100,700.0,2277.0,1
80,100,1823.0,2388.0,0
85,100,528.0,1260.0,1
90,100,1038.0,2118.0,1
95,100,1497.0,1770.0,0
100,100,1007.0,2203.0,1
105,100,621.0,2299.0,1
110,100,758.0,2549.0,1
115,100,263.0,607.0,1
120,100,852.0,2526.0,1
125,100,210.0,452.0,1
130,100,419.0,1331.0,1
135,100,322.0,903.0,1
140,100,201.0,345.0,0
145,100,531.0,1226.0,1
150,100,174.0,228.0,0
155,100,277.0,288.0,0
160,100,1044.0,2737.0,1
165,100,811.0,1869.0,1
170,100,932.0,1978.0,1
175,100,481.0,1924.0,1
180,100,531.0,2020.0,1
185,100,518.0,1830.0,1
190,100,603.0,1135.0,0
195,100,269.0,647.0,1
200,100,407.0,1026.0,1
205,100,672.0,1684.0,1
210,100,694.0,1672.0,1
215,100,1033.0,1770.0,0
220,100,3955.0,3935.0,0
225,100,2397.0,2425.0,0
230,100,5756.0,5335.0,0
235,100,2154.0,2130.0,0
240,100,1222.0,2021.0,0
245,100,887.0,1486.0,0
250,100,1634.0,2417.0,0
255,100,2720.0,2368.0,0
260,100,1487.0,1397.0,0
265,100,1787.0,1924.0,0
270,100,6654.0,6499.0,0
275,100,8149.0,7606.0,0
280,100,7197.0,6563.0,0
285,100,1712.0,2093.0,0
290,100,375.0,447.0,0
295,100,1166.0,2074.0,0
300,100,292.0,454.0,0
10,105,6881.0,6125.0,0
15,105,8478.0,7825.0,0
20,105,6860.0,6227.0,0
25,105,3308.0,3297.0,0
30,105,5632.0,5152.0,0
35,105,9231.0,8248.0,0
40,105,6279.0,5776.0,0
45,105,5967.0,5897.0,0
50,105,1813.0,2040.0,0
55,105,4234.0,4086.0,0
60,105,2681.0,2790.0,0
65,105,988.0,1149.0,0
70,105,248.0,529.0,1
75,105,788.0,2171.0,1
80,105,312.0,573.0,0
85,105,442.0,848.0,1
90,105,1052.0,2614.0,1
95,105,912.0,3326.0,1
100,105,916.0,2708.0,1
105,105,638.0,1632.0,1
110,105,355.0,943.0,1
115,105,741.0,2684.0,1
120,105,294.0,841.0,1
125,105,341.0,849.0,1
130,105,340.0,1003.0,1
135,105,419.0,1362.0,1
140,105,206.0,416.0,1
145,105,466.0,1238.0,1
150,105,504.0,770.0,0
155,105,715.0,1734.0,1
160,105,861.0,2883.0,1
165,105,589.0,2124.0,1
170,105,536.0,2216.0,1
175,105,455.0,1870.0,1
180,105,446.0,1551.0,1
185,105,705.0,1214.0,0
190,105,197.0,478.0,1
195,105,210.0,330.0,0
200,105,1158.0,1428.0,0
205,105,1678.0,2314.0,0
210,105,1006.0,2215.0,1
215,105,868.0,1753.0,1
220,105,1519.0,2222.0,0
225,105,3539.0,3237.0,0
230,105,2072.0,2522.0,0
235,105,1256.0,2486.0,1
240,105,944.0,1590.0,0
245,105,3607.0,3681.0,0
250,105,4055.0,3763.0,0
255,105,1852.0,2558.0,0
260,105,2073.0,2954.0,0
265,105,6651.0,6115.0,0
270,105,686.0,598.0,0
275,105,2998.0,3053.0,0
280,105,891.0,811.0,0
285,105,4585.0,4234.0,0
290,105,2823.0,2767.0,0
295,105,5294.0,4987.0,0
300,105,1252.0,1816.0,0
10,110,4002.0,4710.0,0
15,110,2664.0,3323.0,0
20,110,4377.0,4350.0,0
25,110,7824.0,7121.0,0
30,110,7317.0,6850.0,0
35,110,1105.0,976.0,0
40,110,4445.0,4389.0,0
45,110,8542.0,7734.0,0
50,110,4673.0,5242.0,0
55,110,5467.0,5279.0,0
60,110,4374.0,4125.0,0
65,110,1411.0,2322.0,0
70,110,984.0,2348.0,1
75,110,640.0,1595.0,1
80,110,530.0,1811.0,1
85,110,713.0,1576.0,1
90,110,752.0,2542.0,1
95,110,449.0,1245.0,1
100,110,983.0,1965.0,1
105,110,631.0,1913.0,1
110,110,708.0,2240.0,1
115,110,790.0,2616.0,1
120,110,560.0,1976.0,1
125,110,506.0,1455.0,1
130,110,350.0,1360.0,1
135,110,452.0,1436.0,1
140,110,463.0,1333.0,1
145,110,177.0,271.0,0
150,110,968.0,2893.0,1
155,110,793.0,2473.0,1
160,110,588.0,1763.0,1
165,110,713.0,2186.0,1
170,110,455.0,1818.0,1
175,110,433.0,1423.0,1
180,110,531.0,1454.0,1
185,110,295.0,538.0,0
190,110,374.0,827.0,1
195,110,735.0,1350.0,0
200,110,2211.0,2153.0,0
205,110,2720.0,3324.0,0
210,110,635.0,1708.0,1
215,110,1086.0,2135.0,1
220,110,895.0,1214.0,0
225,110,1511.0,1574.0,0
230,110,1453.0,1633.0,0
235,110,3860.0,4039.0,0
240,110,2808.0,2858.0,0
245,110,1798.0,2119.0,0
250,110,1777.0,1788.0,0
255,110,2468.0,1724.0,0
260,110,6339.0,6072.0,0
265,110,2791.0,2754.0,0
270,110,3253.0,3266.0,0
275,110,1189.0,969.0,0
280,110,787.0,689.0,0
285,110,705.0,789.0,0
290,110,1892.0,2362.0,0
295,110,1404.0,2714.0,1
300,110,1391.0,2358.0,0
10,115,4596.0,4590.0,0
15,115,3857.0,3553.0,0
20,115,8952.0,8078.0,0
25,115,8637.0,7775.0,0
30,115,1030.0,902.0,0
35,115,7065.0,7194.0,0
40,115,6394.0,6111.0,0
45,115,8787.0,7823.0,0
50,115,3208.0,3306.0,0
55,115,1109.0,911.0,0
60,115,5698.0,5264.0,0
65,115,940.0,1743.0,0
70,115,691.0,1725.0,1
75,115,326.0,801.0,1
80,115,438.0,1326.0,1
85,115,416.0,768.0,0
90,115,301.0,577.0,1
95,115,386.0,725.0,0
100,115,706.0,1625.0,1
105,115,1291.0,2732.0,1
110,115,514.0,1339.0,1
115,115,1926.0,2548.0,0
120,115,522.0,1597.0,1
125,115,227.0,344.0,0
130,115,217.0,434.0,1
135,115,213.0,472.0,1
140,115,669.0,1594.0,1
145,115,652.0,2251.0,1
150,115,637.0,1969.0,1
155,115,786.0,2242.0,1
160,115,1474.0,2643.0,0
165,115,627.0,2036.0,1
170,115,526.0,1961.0,1
175,115,416.0,1210.0,1
180,115,253.0,574.0,1
185,115,400.0,1157.0,1
190,115,249.0,309.0,0
195,115,1598.0,2334.0,0
200,115,3886.0,3763.0,0
205,115,4211.0,3910.0,0
210,115,1888.0,3144.0,0
215,115,981.0,2431.0,1
220,115,1066.0,1759.0,0
225,115,5759.0,5392.0,0
230,115,4362.0,4688.0,0
235,115,1043.0,1938.0,0
240,115,952.0,2105.0,1
245,115,1199.0,2415.0,1
250,115,1828.0,2445.0,0
255,115,878.0,848.0,0
260,115,1915.0,1880.0,0
265,115,589.0,471.0,0
270,115,865.0,800.0,0
275,115,10156.0,9079.0,0
280,115,10085.0,8998.0,0
285,115,1803.0,1858.0,0
290,115,1858.0,1960.0,0
295,115,948.0,1754.0,0
300,115,1052.0,1721.0,0
10,120,719.0,525.0,0
15,120,919.0,779.0,0
20,120,794.0,596.0,0
25,120,1289.0,937.0,0
30,120,5459.0,5325.0,0
35,120,3215.0,3354.0,0
40,120,6261.0,5857.0,0
45,120,2557.0,2457.0,0
50,120,8140.0,7134.0,0
55,120,6565.0,6293.0,0
60,120,5876.0,5731.0,0
65,120,1102.0,1996.0,0
70,120,808.0,1896.0,1
75,120,897.0,1961.0,1
80,120,493.0,1329.0,1
85,120,681.0,2114.0,1
90,120,399.0,1193.0,1
95,120,657.0,1492.0,1
100,120,311.0,875.0,1
105,120,414.0,1165.0,1
110,120,775.0,2417.0,1
115,120,284.0,677.0,1
120,120,174.0,259.0,0
125,120,562.0,1289.0,1
130,120,405.0,1137.0,1
135,120,554.0,1812.0,1
140,120,725.0,1733.0,1
145,120,920.0,1721.0,0
150,120,519.0,1877.0,1
155,120,373.0,1072.0,1
160,120,583.0,1952.0,1
165,120,516.0,1403.0,1
170,120,456.0,1568.0,1
175,120,257.0,479.0,0
180,120,376.0,1277.0,1
185,120,737.0,1894.0,1
190,120,457.0,846.0,0
195,120,1343.0,1781.0,0
200,120,541.0,502.0,0
205,120,4278.0,3954.0,0
210,120,3650.0,4337.0,0
215,120,2116.0,2613.0,0
220,120,4394.0,4374.0,0
225,120,804.0,716.0,0
230,120,4444.0,4199.0,0
235,120,596.0,1052.0,0
240,120,908.0,1483.0,0
245,120,900.0,2051.0,1
250,120,712.0,723.0,0
255,120,1246.0,1677.0,0
260,120,2989.0,3177.0,0
265,120,2216.0,2136.0,0
270,120,8949.0,8168.0,0
275,120,9373.0,8678.0,0
280,120,6667.0,6301.0,0
285,120,2708.0,2913.0,0
290,120,639.0,587.0,0
295,120,551.0,514.0,0
300,120,671.0,636.0,0
10,125,5592.0,5234.0,0
15,125,6859.0,6289.0,0
20,125,7948.0,7030.0,0
25,125,2119.0,2523.0,0
30,125,8515.0,7817.0,0
35,125,8321.0,8035.0,0
40,125,10041.0,8923.0,0
45,125,4826.0,4623.0,0
50,125,6941.0,6298.0,0
55,125,4485.0,4726.0,0
60,125,7294.0,6577.0,0
65,125,806.0,1649.0,1
70,125,671.0,1783.0,1
75,125,427.0,1134.0,1
80,125,283.0,887.0,1
85,125,500.0,1328.0,1
90,125,389.0,993.0,1
95,125,423.0,1292.0,1
100,125,325.0,575.0,0
105,125,885.0,2933.0,1
110,125,1005.0,2405.0,1
115,125,727.0,2560.0,1
120,125,501.0,1977.0,1
125,125,789.0,2774.0,1
130,125,455.0,1718.0,1
135,125,518.0,1771.0,1
140,125,693.0,2235.0,1
145,125,883.0,1937.0,1
150,125,709.0,2082.0,1
155,125,530.0,1822.0,1
160,125,626.0,2155.0,1
165,125,432.0,1353.0,1
170,125,332.0,913.0,1
175,125,162.0,177.0,0
180,125,180.0,179.0,0
185,125,296.0,465.0,0
190,125,989.0,2056.0,1
195,125,1555.0,2547.0,0
200,125,4683.0,4756.0,0
205,125,2926.0,3132.0,0
210,125,1081.0,2510.0,1
215,125,1352.0,2787.0,1
220,125,3879.0,3682.0,0
225,125,2662.0,2353.0,0
230,125,1471.0,1940.0,0
235,125,1376.0,2179.0,0
240,125,675.0,1726.0,1
245,125,800.0,2181.0,1
250,125,1039.0,2680.0,1
255,125,2615.0,2908.0,0
260,125,6248.0,5815.0,0
265,125,3143.0,3069.0,0
270,125,9816.0,8849.0,0
275,125,10548.0,9468.0,0
280,125,9775.0,8837.0,0
285,125,7482.0,7003.0,0
290,125,4125.0,4204.0,0
295,125,5348.0,5073.0,0
300,125,1752.0,2272.0,0
10,130,7461.0,6781.0,0
15,130,6586.0,6139.0,0
20,130,4157.0,5079.0,0
25,130,6748.0,6506.0,0
30,130,2224.0,2802.0,0
35,130,4692.0,4281.0,0
40,130,3447.0,2807.0,0
45,130,2123.0,1942.0,0
50,130,4804.0,4751.0,0
55,130,7765.0,6837.0,0
60,130,4144.0,4227.0,0
65,130,1269.0,2064.0,0
70,130,809.0,2072.0,1
75,130,622.0,1614.0,1
80,130,394.0,1187.0,1
85,130,463.0,1308.0,1
90,130,570.0,1845.0,1
95,130,308.0,697.0,1
100,130,474.0,1173.0,1
105,130,1133.0,3402.0,1
110,130,721.0,2756.0,1
115,130,765.0,2444.0,1
120,130,718.0,2530.0,1
125,130,687.0,2364.0,1
130,130,252.0,686.0,1
135,130,713.0,2297.0,1
140,130,905.0,2481.0,1
145,130,504.0,1593.0,1
150,130,703.0,2105.0,1
155,130,593.0,2107.0,1
160,130,484.0,1643.0,1
165,130,487.0,1509.0,1
170,130,216.0,375.0,0
175,130,585.0,1455.0,1
180,130,866.0,2202.0,1
185,130,712.0,1471.0,1
190,130,1148.0,1905.0,0
195,130,2610.0,2654.0,0
200,130,1349.0,1293.0,0
205,130,1153.0,1819.0,0
210,130,958.0,2507.0,1
215,130,853.0,3089.0,1
220,130,773.0,1701.0,1
225,130,1783.0,1841.0,0
230,130,1238.0,2787.0,1
235,130,887.0,1830.0,1
240,130,618.0,2192.0,1
245,130,1171.0,2124.0,0
250,130,713.0,1640.0,1
255,130,285.0,314.0,0
260,130,812.0,734.0,0
265,130,5473.0,5104.0,0
270,130,4956.0,4750.0,0
275,130,5367.0,5652.0,0
280,130,1634.0,2489.0,0
285,130,1522.0,2833.0,0
290,130,3216.0,3371.0,0
295,130,1671.0,2780.0,0
300,130,1394.0,2621.0,0
10,135,7770.0,6995.0,0
15,135,5026.0,5115.0,0
20,135,5350.0,5298.0,0
25,135,1336.0,2648.0,1
30,135,2119.0,2752.0,0
35,135,4020.0,4087.0,0
40,135,7929.0,7429.0,0
45,135,3237.0,3063.0,0
50,135,2603.0,2582.0,0
55,135,6770.0,5955.0,0
60,135,6589.0,6065.0,0
65,135,3787.0,4255.0,0
70,135,907.0,2287.0,1
75,135,322.0,657.0,1
80,135,756.0,1836.0,1
85,135,716.0,2740.0,1
90,135,449.0,924.0,1
95,135,536.0,1798.0,1
100,135,505.0,1370.0,1
105,135,341.0,1041.0,1
110,135,369.0,1006.0,1
115,135,238.0,676.0,1
120,135,2010.0,2297.0,0
125,135,907.0,3672.0,1
130,135,258.0,637.0,1
135,135,722.0,2289.0,1
140,135,853.0,2635.0,1
145,135,541.0,1831.0,1
150,135,1068.0,3525.0,1
155,135,634.0,1691.0,1
160,135,289.0,614.0,1
165,135,483.0,1310.0,1
170,135,409.0,1285.0,1
175,135,451.0,1461.0,1
180,135,712.0,1480.0,1
185,135,2987.0,3581.0,0
190,135,575.0,470.0,0
195,135,8049.0,7447.0,0
200,135,1011.0,1436.0,0
205,135,909.0,2144.0,1
210,135,1108.0,2023.0,0
215,135,497.0,1301.0,1
220,135,467.0,1221.0,1
225,135,3680.0,3649.0,0
230,135,1134.0,2171.0,1
235,135,520.0,1941.0,1
240,135,547.0,1012.0,0
245,135,557.0,1113.0,1
250,135,874.0,2048.0,1
255,135,807.0,2308.0,1
260,135,1864.0,2615.0,0
265,135,4194.0,4048.0,0
270,135,6301.0,5585.0,0
275,135,4621.0,4540.0,0
280,135,1797.0,2638.0,0
285,135,7261.0,6778.0,0
290,135,1482.0,2877.0,1
295,135,1149.0,2443.0,1
300,135,651.0,1445.0,1
10,140,2555.0,3397.0,0
15,140,4829.0,4905.0,0
20,140,1394.0,3723.0,1
25,140,1041.0,2218.0,1
30,140,1958.0,3015.0,0
35,140,5000.0,4681.0,0
40,140,6426.0,5622.0,0
45,140,7662.0,6597.0,0
50,140,4436.0,4145.0,0
55,140,9399.0,8180.0,0
60,140,6023.0,5311.0,0
65,140,1522.0,2601.0,0
70,140,1389.0,2734.0,1
75,140,797.0,1528.0,1
80,140,754.0,1742.0,1
85,140,675.0,1335.0,1
90,140,637.0,2260.0,1
95,140,384.0,1028.0,1
100,140,460.0,1105.0,1
105,140,477.0,1442.0,1
110,140,245.0,601.0,1
115,140,606.0,2132.0,1
120,140,242.0,434.0,0
125,140,1091.0,2679.0,1
130,140,855.0,3438.0,1
135,140,643.0,1716.0,1
140,140,741.0,2207.0,1
145,140,502.0,1570.0,1
150,140,709.0,2495.0,1
155,140,277.0,588.0,1
160,140,697.0,1724.0,1
165,140,227.0,510.0,1
170,140,362.0,818.0,1
175,140,551.0,1398.0,1
180,140,826.0,2075.0,1
185,140,430.0,445.0,0
190,140,1278.0,2405.0,0
195,140,1499.0,2296.0,0
200,140,1009.0,2951.0,1
205,140,826.0,1657.0,1
210,140,442.0,1525.0,1
215,140,258.0,530.0,1
220,140,703.0,1829.0,1
225,140,818.0,1495.0,0
230,140,876.0,2033.0,1
235,140,447.0,1623.0,1
240,140,693.0,1418.0,1
245,140,301.0,843.0,1
250,140,753.0,1520.0,1
255,140,1959.0,2595.0,0
260,140,2016.0,2063.0,0
265,140,1636.0,1546.0,0
270,140,7790.0,6754.0,0
275,140,1032.0,921.0,0
280,140,3545.0,3065.0,0
285,140,2102.0,1938.0,0
290,140,2680.0,3274.0,0
295,140,681.0,1086.0,0
300,140,1039.0,1837.0,0
10,145,875.0,2847.0,1
15,145,1671.0,3197.0,1
20,145,4654.0,4884.0,0
25,145,4614.0,4430.0,0
30,145,1561.0,1628.0,0
35,145,1938.0,1559.0,0
40,145,7452.0,6713.0,0
45,145,7549.0,6703.0,0
50,145,5233.0,4686.0,0
55,145,9175.0,8320.0,0
60,145,2799.0,3011.0,0
65,145,5984.0,5751.0,0
70,145,1555.0,2709.0,0
75,145,1209.0,2279.0,0
80,145,940.0,2036.0,1
85,145,564.0,1796.0,1
90,145,394.0,1105.0,1
95,145,553.0,1650.0,1
100,145,388.0,881.0,1
105,145,467.0,1186.0,1
110,145,511.0,1411.0,1
115,145,753.0,2668.0,1
120,145,660.0,2531.0,1
125,145,383.0,1070.0,1
130,145,669.0,2339.0,1
135,145,1334.0,2964.0,1
140,145,936.0,4017.0,1
145,145,824.0,3160.0,1
150,145,296.0,650.0,1
155,145,229.0,405.0,0
160,145,298.0,642.0,1
165,145,312.0,729.0,1
170,145,324.0,990.0,1
175,145,379.0,1083.0,1
180,145,231.0,260.0,0
185,145,972.0,1203.0,0
190,145,1028.0,1719.0,0
195,145,780.0,1710.0,1
200,145,949.0,1931.0,1
205,145,579.0,1482.0,1
210,145,427.0,1132.0,1
215,145,334.0,1078.0,1
220,145,921.0,2480.0,1
225,145,764.0,1845.0,1
230,145,519.0,1988.0,1
235,145,625.0,2318.0,1
240,145,371.0,1208.0,1
245,145,521.0,1300.0,1
250,145,566.0,787.0,0
255,145,3205.0,3043.0,0
260,145,726.0,630.0,0
265,145,2116.0,1840.0,0
270,145,3749.0,4088.0,0
275,145,1882.0,2256.0,0
280,145,1003.0,1674.0,0
285,145,1247.0,2478.0,1
290,145,1227.0,3144.0,1
295,145,1212.0,2975.0,1
300,145,1533.0,2826.0,0
10,150,222.0,279.0,0
15,150,1704.0,2184.0,0
20,150,6779.0,6528.0,0
25,150,3710.0,3456.0,0
30,150,714.0,624.0,0
35,150,10465.0,9454.0,0
40,150,8604.0,8100.0,0
45,150,2403.0,2451.0,0
50,150,1281.0,1169.0,0
55,150,3441.0,3345.0,0
60,150,5037.0,4682.0,0
65,150,2425.0,3084.0,0
70,150,2072.0,2839.0,0
75,150,970.0,2326.0,1
80,150,917.0,2351.0,1
85,150,727.0,2109.0,1
90,150,459.0,1525.0,1
95,150,696.0,2380.0,1
100,150,758.0,1791.0,1
105,150,807.0,2266.0,1
110,150,755.0,2114.0,1
115,150,174.0,233.0,0
120,150,361.0,819.0,1
125,150,428.0,1136.0,1
130,150,181.0,273.0,0
135,150,339.0,901.0,1
140,150,819.0,3208.0,1
145,150,817.0,3053.0,1
150,150,1047.0,2747.0,1
155,150,1014.0,2223.0,1
160,150,961.0,2140.0,1
165,150,706.0,1983.0,1
170,150,936.0,2194.0,1
175,150,609.0,2274.0,1
180,150,660.0,2256.0,1
185,150,745.0,2441.0,1
190,150,1602.0,2473.0,0
195,150,505.0,1519.0,1
200,150,310.0,742.0,1
205,150,694.0,2279.0,1
210,150,366.0,1201.0,1
215,150,601.0,1872.0,1
220,150,444.0,1553.0,1
225,150,646.0,2349.0,1
230,150,523.0,1846.0,1
235,150,468.0,1970.0,1
240,150,646.0,1742.0,1
245,150,472.0,1393.0,1
250,150,2060.0,2752.0,0
255,150,4356.0,4104.0,0
260,150,2939.0,3039.0,0
265,150,4271.0,4860.0,0
270,150,1433.0,1990.0,0
275,150,1417.0,2538.0,0
280,150,1223.0,2509.0,1
285,150,277.0,607.0,1
290,150,856.0,2673.0,1
295,150,1141.0,2874.0,1
300,150,1340.0,2837.0,1
10,155,1125.0,1529.0,0
15,155,1238.0,1099.0,0
20,155,644.0,605.0,0
25,155,795.0,778.0,0
30,155,6485.0,6422.0,0
35,155,7765.0,7470.0,0
40,155,2165.0,3231.0,0
45,155,3066.0,2636.0,0
50,155,4831.0,4577.0,0
55,155,5207.0,4750.0,0
60,155,6017.0,5667.0,0
65,155,1690.0,2126.0,0
70,155,3714.0,3616.0,0
75,155,1279.0,1227.0,0
80,155,4901.0,4778.0,0
85,155,1563.0,1968.0,0
90,155,738.0,1769.0,1
95,155,750.0,2337.0,1
100,155,447.0,1805.0,1
105,155,548.0,1761.0,1
110,155,473.0,1245.0,1
115,155,337.0,791.0,1
120,155,178.0,194.0,0
125,155,357.0,823.0,1
130,155,513.0,1567.0,1
135,155,428.0,1274.0,1
140,155,657.0,2388.0,1
145,155,752.0,2679.0,1
150,155,947.0,3961.0,1
155,155,907.0,2464.0,1
160,155,840.0,2988.0,1
165,155,443.0,1012.0,1
170,155,220.0,369.0,0
175,155,520.0,2052.0,1
180,155,877.0,2361.0,1
185,155,477.0,1855.0,1
190,155,612.0,1907.0,1
195,155,651.0,1752.0,1
200,155,673.0,1876.0,1
205,155,529.0,1551.0,1
210,155,844.0,2153.0,1
215,155,733.0,2300.0,1
220,155,570.0,1722.0,1
225,155,371.0,1221.0,1
230,155,363.0,1058.0,1
235,155,234.0,482.0,1
240,155,177.0,261.0,0
245,155,842.0,1678.0,1
250,155,1567.0,1762.0,0
255,155,677.0,606.0,0
260,155,4354.0,4199.0,0
265,155,2590.0,3651.0,0
270,155,1373.0,2462.0,0
275,155,1038.0,2225.0,1
280,155,857.0,1967.0,1
285,155,787.0,1998.0,1
290,155,411.0,1121.0,1
295,155,876.0,2777.0,1
300,155,1177.0,2772.0,1
10,160,4319.0,4104.0,0
15,160,4333.0,4336.0,0
20,160,10505.0,9584.0,0
25,160,5822.0,5573.0,0
30,160,1959.0,2511.0,0
35,160,3206.0,3310.0,0
40,160,1535.0,2282.0,0
45,160,3685.0,4331.0,0
50,160,4244.0,3883.0,0
55,160,5932.0,5585.0,0
60,160,1803.0,1806.0,0
65,160,675.0,590.0,0
70,160,1090.0,982.0,0
75,160,1820.0,2757.0,0
80,160,2036.0,3418.0,0
85,160,1779.0,3139.0,0
90,160,822.0,1981.0,1
95,160,582.0,1724.0,1
100,160,505.0,1884.0,1
105,160,557.0,1828.0,1
110,160,321.0,859.0,1
115,160,180.0,186.0,0
120,160,777.0,2135.0,1
125,160,666.0,2284.0,1
130,160,799.0,2749.0,1
135,160,541.0,1850.0,1
140,160,507.0,1478.0,1
145,160,613.0,2518.0,1
150,160,640.0,2688.0,1
155,160,776.0,2621.0,1
160,160,503.0,1593.0,1
165,160,575.0,1637.0,1
170,160,370.0,959.0,1
175,160,435.0,1311.0,1
180,160,508.0,1470.0,1
185,160,752.0,2506.0,1
190,160,738.0,2118.0,1
195,160,657.0,2318.0,1
200,160,902.0,2731.0,1
205,160,391.0,1083.0,1
210,160,413.0,799.0,1
215,160,185.0,264.0,0
220,160,292.0,508.0,0
225,160,436.0,1490.0,1
230,160,530.0,1306.0,1
235,160,384.0,1519.0,1
240,160,546.0,2244.0,1
245,160,679.0,1728.0,1
250,160,1638.0,2210.0,0
255,160,7243.0,6632.0,0
260,160,2162.0,2611.0,0
265,160,1367.0,2425.0,0
270,160,1062.0,2374.0,1
275,160,1116.0,2738.0,1
280,160,1345.0,3172.0,1
285,160,970.0,3077.0,1
290,160,1170.0,3286.0,1
295,160,792.0,1927.0,1
300,160,538.0,1298.0,1
