X,Y,Red,NIR,Class
10,165,1734.0,2224.0,0
15,165,1695.0,2366.0,0
20,165,1523.0,2230.0,0
25,165,2163.0,3332.0,0
30,165,2285.0,2082.0,0
35,165,1195.0,3912.0,1
40,165,1225.0,2095.0,0
45,165,2979.0,3119.0,0
50,165,3584.0,4332.0,0
55,165,227.0,160.0,0
60,165,7507.0,6897.0,0
65,165,876.0,744.0,0
70,165,4908.0,4695.0,0
75,165,2631.0,3554.0,0
80,165,3009.0,2968.0,0
85,165,979.0,1894.0,1
90,165,761.0,2007.0,1
95,165,645.0,1899.0,1
100,165,607.0,1828.0,1
105,165,832.0,2449.0,1
110,165,906.0,2403.0,1
115,165,799.0,2260.0,1
120,165,588.0,1657.0,1
125,165,573.0,1673.0,1
130,165,635.0,2430.0,1
135,165,855.0,2814.0,1
140,165,488.0,1573.0,1
145,165,560.0,1986.0,1
150,165,457.0,1460.0,1
155,165,351.0,742.0,1
160,165,326.0,930.0,1
165,165,420.0,1328.0,1
170,165,616.0,1959.0,1
175,165,539.0,1671.0,1
180,165,668.0,2128.0,1
185,165,946.0,2886.0,1
190,165,921.0,2938.0,1
195,165,178.0,203.0,0
200,165,180.0,247.0,0
205,165,234.0,470.0,1
210,165,183.0,260.0,0
215,165,150.0,182.0,0
220,165,364.0,680.0,0
225,165,541.0,1888.0,1
230,165,287.0,802.0,1
235,165,380.0,989.0,1
240,165,348.0,1014.0,1
245,165,703.0,1531.0,1
250,165,1295.0,2315.0,0
255,165,5381.0,5553.0,0
260,165,2872.0,2517.0,0
265,165,653.0,1088.0,0
270,165,344.0,750.0,1
275,165,451.0,1225.0,1
280,165,910.0,2773.0,1
285,165,564.0,1851.0,1
290,165,1177.0,3281.0,1
295,165,1160.0,2693.0,1
300,165,923.0,3270.0,1
10,170,1246.0,2777.0,1
15,170,667.0,2118.0,1
20,170,323.0,410.0,0
25,170,2171.0,2821.0,0
30,170,1218.0,2226.0,0
35,170,1198.0,2663.0,1
40,170,4159.0,4121.0,0
45,170,3292.0,2750.0,0
50,170,7950.0,7309.0,0
55,170,5086.0,4799.0,0
60,170,5303.0,4930.0,0
65,170,5089.0,4596.0,0
70,170,7785.0,7304.0,0
75,170,1114.0,992.0,0
80,170,1934.0,1934.0,0
85,170,3292.0,3391.0,0
90,170,1092.0,2746.0,1
95,170,1126.0,2957.0,1
100,170,607.0,1910.0,1
105,170,837.0,2079.0,1
110,170,790.0,2212.0,1
115,170,810.0,2039.0,1
120,170,517.0,1746.0,1
125,170,793.0,3249.0,1
130,170,758.0,2686.0,1
135,170,328.0,638.0,1
140,170,784.0,2864.0,1
145,170,444.0,1747.0,1
150,170,649.0,2584.0,1
155,170,615.0,2185.0,1
160,170,891.0,3257.0,1
165,170,771.0,2658.0,1
170,170,853.0,3173.0,1
175,170,1452.0,4255.0,1
180,170,573.0,1523.0,1
185,170,243.0,550.0,1
190,170,171.0,305.0,0
195,170,222.0,487.0,1
200,170,561.0,1649.0,1
205,170,334.0,923.0,1
210,170,563.0,1406.0,1
215,170,299.0,413.0,0
220,170,252.0,435.0,0
225,170,466.0,1363.0,1
230,170,287.0,791.0,1
235,170,611.0,1763.0,1
240,170,647.0,1476.0,1
245,170,990.0,2359.0,1
250,170,197.0,166.0,0
255,170,3719.0,3925.0,0
260,170,3049.0,3486.0,0
265,170,692.0,1938.0,1
270,170,587.0,1727.0,1
275,170,518.0,1835.0,1
280,170,512.0,1932.0,1
285,170,504.0,1453.0,1
290,170,1229.0,3405.0,1
295,170,1375.0,3148.0,1
300,170,709.0,2428.0,1
10,175,512.0,1668.0,1
15,175,542.0,2100.0,1
20,175,861.0,2216.0,1
25,175,1135.0,2441.0,1
30,175,948.0,2517.0,1
35,175,4773.0,4653.0,0
40,175,2758.0,2498.0,0
45,175,3557.0,3465.0,0
50,175,2770.0,2637.0,0
55,175,3104.0,2938.0,0
60,175,4409.0,4099.0,0
65,175,6771.0,6487.0,0
70,175,5458.0,4987.0,0
75,175,7024.0,7027.0,0
80,175,4527.0,4670.0,0
85,175,3188.0,3382.0,0
90,175,1142.0,3128.0,1
95,175,1059.0,2897.0,1
100,175,657.0,2161.0,1
105,175,645.0,2061.0,1
110,175,519.0,1434.0,1
115,175,391.0,811.0,1
120,175,668.0,1620.0,1
125,175,258.0,566.0,1
130,175,206.0,343.0,0
135,175,532.0,1913.0,1
140,175,677.0,2515.0,1
145,175,254.0,637.0,1
150,175,1799.0,1590.0,0
155,175,1106.0,4291.0,1
160,175,823.0,2792.0,1
165,175,196.0,366.0,0
170,175,244.0,528.0,1
175,175,347.0,827.0,1
180,175,501.0,1155.0,1
185,175,353.0,801.0,1
190,175,313.0,645.0,1
195,175,330.0,804.0,1
200,175,259.0,494.0,0
205,175,346.0,810.0,1
210,175,603.0,1275.0,1
215,175,2847.0,2961.0,0
220,175,680.0,1897.0,1
225,175,663.0,1855.0,1
230,175,458.0,1051.0,1
235,175,640.0,1665.0,1
240,175,376.0,768.0,1
245,175,3556.0,3395.0,0
250,175,2542.0,3085.0,0
255,175,1590.0,2256.0,0
260,175,963.0,1833.0,0
265,175,585.0,1471.0,1
270,175,604.0,1375.0,1
275,175,586.0,1683.0,1
280,175,990.0,2697.0,1
285,175,1080.0,2404.0,1
290,175,903.0,2733.0,1
295,175,837.0,2904.0,1
300,175,210.0,587.0,1
10,180,1329.0,2439.0,0
15,180,409.0,934.0,1
20,180,1253.0,2909.0,1
25,180,1063.0,2381.0,1
30,180,199.0,250.0,0
35,180,1500.0,1504.0,0
40,180,2242.0,2883.0,0
45,180,2261.0,2339.0,0
50,180,2424.0,2235.0,0
55,180,2090.0,2820.0,0
60,180,2336.0,2948.0,0
65,180,2422.0,2642.0,0
70,180,930.0,777.0,0
75,180,1680.0,1617.0,0
80,180,6479.0,6602.0,0
85,180,1948.0,2436.0,0
90,180,637.0,675.0,0
95,180,719.0,1263.0,0
100,180,780.0,2010.0,1
105,180,561.0,1460.0,1
110,180,592.0,1630.0,1
115,180,475.0,1172.0,1
120,180,339.0,650.0,1
125,180,425.0,1094.0,1
130,180,813.0,2776.0,1
135,180,645.0,2494.0,1
140,180,415.0,1279.0,1
145,180,574.0,2064.0,1
150,180,859.0,3365.0,1
155,180,1947.0,2131.0,0
160,180,515.0,1616.0,1
165,180,619.0,2080.0,1
170,180,611.0,1858.0,1
175,180,305.0,608.0,1
180,180,318.0,586.0,0
185,180,189.0,266.0,0
190,180,254.0,455.0,0
195,180,458.0,1661.0,1
200,180,233.0,606.0,1
205,180,228.0,248.0,0
210,180,1191.0,1788.0,0
215,180,879.0,2182.0,1
220,180,955.0,2735.0,1
225,180,948.0,2388.0,1
230,180,365.0,554.0,0
235,180,974.0,1992.0,1
240,180,4265.0,4244.0,0
245,180,1185.0,1086.0,0
250,180,4106.0,4055.0,0
255,180,1210.0,2514.0,1
260,180,1052.0,1945.0,0
265,180,551.0,1629.0,1
270,180,532.0,1739.0,1
275,180,796.0,2589.0,1
280,180,1421.0,2534.0,0
285,180,998.0,2174.0,1
290,180,1128.0,2724.0,1
295,180,1259.0,1911.0,0
300,180,247.0,477.0,1
10,185,1102.0,3243.0,1
15,185,542.0,1200.0,1
20,185,380.0,917.0,1
25,185,970.0,2293.0,1
30,185,887.0,1748.0,1
35,185,1138.0,2047.0,0
40,185,1558.0,2413.0,0
45,185,2469.0,1977.0,0
50,185,2839.0,3549.0,0
55,185,2007.0,3185.0,0
60,185,1740.0,2689.0,0
65,185,1395.0,1407.0,0
70,185,3735.0,3643.0,0
75,185,5804.0,5605.0,0
80,185,1953.0,1668.0,0
85,185,3181.0,3162.0,0
90,185,1059.0,2958.0,1
95,185,905.0,2228.0,1
100,185,632.0,2139.0,1
105,185,970.0,2676.0,1
110,185,482.0,1088.0,1
115,185,621.0,1909.0,1
120,185,768.0,2291.0,1
125,185,784.0,2422.0,1
130,185,945.0,3359.0,1
135,185,642.0,2574.0,1
140,185,871.0,3519.0,1
145,185,204.0,505.0,1
150,185,342.0,984.0,1
155,185,531.0,1864.0,1
160,185,754.0,3152.0,1
165,185,551.0,1968.0,1
170,185,603.0,2007.0,1
175,185,843.0,3180.0,1
180,185,340.0,759.0,1
185,185,317.0,725.0,1
190,185,227.0,413.0,0
195,185,377.0,964.0,1
200,185,336.0,931.0,1
205,185,549.0,1421.0,1
210,185,900.0,1990.0,1
215,185,873.0,1739.0,1
220,185,882.0,1503.0,0
225,185,611.0,1392.0,1
230,185,1115.0,1784.0,0
235,185,945.0,1671.0,0
240,185,1014.0,2122.0,1
245,185,815.0,1600.0,1
250,185,792.0,2500.0,1
255,185,786.0,2302.0,1
260,185,486.0,1932.0,1
265,185,549.0,1216.0,1
270,185,528.0,1217.0,1
275,185,861.0,2717.0,1
280,185,1204.0,2228.0,0
285,185,905.0,2982.0,1
290,185,999.0,2976.0,1
295,185,1041.0,2534.0,1
300,185,207.0,379.0,0
10,190,435.0,1122.0,1
15,190,518.0,1662.0,1
20,190,574.0,2394.0,1
25,190,789.0,2813.0,1
30,190,640.0,943.0,0
35,190,973.0,2878.0,1
40,190,606.0,1233.0,1
45,190,1159.0,2776.0,1
50,190,1171.0,2804.0,1
55,190,1091.0,4000.0,1
60,190,621.0,657.0,0
65,190,4285.0,3733.0,0
70,190,783.0,759.0,0
75,190,4078.0,3916.0,0
80,190,9020.0,8144.0,0
85,190,3685.0,3773.0,0
90,190,1052.0,3176.0,1
95,190,636.0,1618.0,1
100,190,246.0,361.0,0
105,190,657.0,1685.0,1
110,190,543.0,1323.0,1
115,190,560.0,1452.0,1
120,190,406.0,1164.0,1
125,190,369.0,892.0,1
130,190,355.0,1078.0,1
135,190,273.0,669.0,1
140,190,446.0,1813.0,1
145,190,258.0,561.0,1
150,190,491.0,1654.0,1
155,190,753.0,2928.0,1
160,190,2125.0,1932.0,0
165,190,675.0,2261.0,1
170,190,668.0,1974.0,1
175,190,457.0,1238.0,1
180,190,318.0,756.0,1
185,190,210.0,313.0,0
190,190,578.0,1882.0,1
195,190,361.0,1068.0,1
200,190,177.0,217.0,0
205,190,788.0,1742.0,1
210,190,570.0,1567.0,1
215,190,850.0,2583.0,1
220,190,772.0,1993.0,1
225,190,463.0,1405.0,1
230,190,640.0,2126.0,1
235,190,978.0,2625.0,1
240,190,740.0,2067.0,1
245,190,436.0,1339.0,1
250,190,502.0,1930.0,1
255,190,678.0,2478.0,1
260,190,521.0,1726.0,1
265,190,1967.0,3284.0,0
270,190,599.0,1934.0,1
275,190,517.0,1603.0,1
280,190,405.0,1288.0,1
285,190,1164.0,4369.0,1
290,190,672.0,2878.0,1
295,190,234.0,282.0,0
300,190,197.0,332.0,0
10,195,726.0,3284.0,1
15,195,384.0,905.0,1
20,195,434.0,1205.0,1
25,195,493.0,1609.0,1
30,195,506.0,1795.0,1
35,195,463.0,1489.0,1
40,195,548.0,1780.0,1
45,195,911.0,2973.0,1
50,195,890.0,2722.0,1
55,195,1056.0,2550.0,1
60,195,4248.0,4083.0,0
65,195,5006.0,4947.0,0
70,195,9332.0,8358.0,0
75,195,8193.0,7483.0,0
80,195,7741.0,7237.0,0
85,195,1993.0,2651.0,0
90,195,990.0,1922.0,1
95,195,1415.0,2418.0,0
100,195,826.0,2205.0,1
105,195,738.0,1767.0,1
110,195,642.0,2174.0,1
115,195,542.0,1280.0,1
120,195,173.0,280.0,0
125,195,486.0,1164.0,1
130,195,405.0,1044.0,1
135,195,327.0,684.0,1
140,195,350.0,946.0,1
145,195,528.0,1822.0,1
150,195,713.0,3077.0,1
155,195,966.0,3837.0,1
160,195,1046.0,1554.0,0
165,195,725.0,3000.0,1
170,195,582.0,1858.0,1
175,195,466.0,1347.0,1
180,195,554.0,1596.0,1
185,195,564.0,2016.0,1
190,195,264.0,680.0,1
195,195,691.0,1842.0,1
200,195,951.0,2225.0,1
205,195,674.0,1935.0,1
210,195,719.0,2295.0,1
215,195,678.0,2036.0,1
220,195,628.0,2034.0,1
225,195,611.0,2034.0,1
230,195,532.0,1894.0,1
235,195,889.0,1881.0,1
240,195,606.0,2130.0,1
245,195,590.0,2272.0,1
250,195,1268.0,2656.0,1
255,195,679.0,2368.0,1
260,195,475.0,1500.0,1
265,195,1675.0,3124.0,0
270,195,1465.0,2778.0,0
275,195,1621.0,3177.0,1
280,195,935.0,3151.0,1
285,195,959.0,2618.0,1
290,195,528.0,2023.0,1
295,195,213.0,465.0,1
300,195,179.0,176.0,0
10,200,524.0,1720.0,1
15,200,940.0,3329.0,1
20,200,925.0,3400.0,1
25,200,550.0,2438.0,1
30,200,570.0,1671.0,1
35,200,652.0,2597.0,1
40,200,800.0,2873.0,1
45,200,895.0,3627.0,1
50,200,467.0,858.0,0
55,200,503.0,595.0,0
60,200,892.0,827.0,0
65,200,554.0,652.0,0
70,200,5696.0,5189.0,0
75,200,4462.0,4478.0,0
80,200,3929.0,3841.0,0
85,200,4351.0,4326.0,0
90,200,1819.0,3068.0,0
95,200,1115.0,2015.0,0
100,200,1099.0,2434.0,1
105,200,929.0,1875.0,1
110,200,654.0,1943.0,1
115,200,388.0,1033.0,1
120,200,308.0,555.0,0
125,200,513.0,1544.0,1
130,200,227.0,347.0,0
135,200,805.0,2052.0,1
140,200,368.0,887.0,1
145,200,332.0,746.0,1
150,200,375.0,865.0,1
155,200,424.0,1288.0,1
160,200,580.0,2271.0,1
165,200,2197.0,1788.0,0
170,200,1197.0,4224.0,1
175,200,609.0,2007.0,1
180,200,1029.0,3379.0,1
185,200,1049.0,2934.0,1
190,200,459.0,1478.0,1
195,200,657.0,2351.0,1
200,200,312.0,762.0,1
205,200,574.0,2179.0,1
210,200,372.0,1353.0,1
215,200,646.0,2190.0,1
220,200,499.0,1820.0,1
225,200,376.0,1295.0,1
230,200,723.0,2649.0,1
235,200,991.0,3054.0,1
240,200,1069.0,3676.0,1
245,200,1180.0,2739.0,1
250,200,1792.0,3235.0,0
255,200,1265.0,2476.0,1
260,200,1253.0,3238.0,1
265,200,1143.0,4033.0,1
270,200,923.0,3955.0,1
275,200,900.0,3776.0,1
280,200,1017.0,2157.0,1
285,200,759.0,2048.0,1
290,200,174.0,308.0,0
295,200,176.0,202.0,0
300,200,368.0,723.0,1
10,205,662.0,2675.0,1
15,205,305.0,872.0,1
20,205,537.0,1553.0,1
25,205,685.0,2279.0,1
30,205,587.0,2183.0,1
35,205,461.0,1678.0,1
40,205,696.0,2600.0,1
45,205,480.0,1312.0,1
50,205,722.0,1886.0,1
55,205,369.0,508.0,0
60,205,3834.0,3939.0,0
65,205,7429.0,7110.0,0
70,205,6290.0,5888.0,0
75,205,1295.0,2205.0,0
80,205,2824.0,3165.0,0
85,205,1681.0,2990.0,0
90,205,884.0,2586.0,1
95,205,746.0,2106.0,1
100,205,1060.0,2127.0,1
105,205,836.0,2888.0,1
110,205,607.0,1714.0,1
115,205,601.0,1821.0,1
120,205,526.0,1810.0,1
125,205,520.0,1486.0,1
130,205,802.0,2574.0,1
135,205,669.0,2098.0,1
140,205,750.0,2052.0,1
145,205,845.0,2828.0,1
150,205,653.0,2092.0,1
155,205,630.0,1824.0,1
160,205,192.0,238.0,0
165,205,299.0,738.0,1
170,205,2048.0,2205.0,0
175,205,611.0,1693.0,1
180,205,291.0,571.0,1
185,205,384.0,1072.0,1
190,205,1036.0,2786.0,1
195,205,259.0,559.0,1
200,205,412.0,1458.0,1
205,205,737.0,2296.0,1
210,205,280.0,796.0,1
215,205,592.0,1893.0,1
220,205,512.0,1694.0,1
225,205,727.0,2536.0,1
230,205,1018.0,3854.0,1
235,205,1476.0,3712.0,1
240,205,807.0,2532.0,1
245,205,1591.0,3474.0,1
250,205,1381.0,3419.0,1
255,205,1712.0,3613.0,1
260,205,1690.0,3601.0,1
265,205,624.0,2321.0,1
270,205,1161.0,3720.0,1
275,205,1006.0,4619.0,1
280,205,442.0,1167.0,1
285,205,214.0,507.0,1
290,205,244.0,550.0,1
295,205,310.0,607.0,1
300,205,290.0,851.0,1
10,210,657.0,3052.0,1
15,210,267.0,677.0,1
20,210,365.0,758.0,1
25,210,484.0,1590.0,1
30,210,608.0,2168.0,1
35,210,473.0,986.0,1
40,210,475.0,1582.0,1
45,210,437.0,1005.0,1
50,210,935.0,1747.0,0
55,210,972.0,1519.0,0
60,210,5084.0,4948.0,0
65,210,3031.0,2468.0,0
70,210,1865.0,2325.0,0
75,210,2259.0,2727.0,0
80,210,3369.0,3365.0,0
85,210,1163.0,1540.0,0
90,210,1232.0,1884.0,0
95,210,849.0,2211.0,1
100,210,798.0,2406.0,1
105,210,1413.0,2808.0,1
110,210,944.0,3249.0,1
115,210,637.0,2056.0,1
120,210,505.0,1797.0,1
125,210,458.0,1385.0,1
130,210,405.0,828.0,1
135,210,317.0,842.0,1
140,210,856.0,1942.0,1
145,210,557.0,2002.0,1
150,210,205.0,409.0,1
155,210,307.0,697.0,1
160,210,734.0,3025.0,1
165,210,692.0,3670.0,1
170,210,754.0,1041.0,0
175,210,416.0,1617.0,1
180,210,746.0,2568.0,1
185,210,574.0,2204.0,1
190,210,435.0,1426.0,1
195,210,231.0,501.0,1
200,210,207.0,406.0,1
205,210,410.0,1281.0,1
210,210,1321.0,2345.0,0
215,210,1665.0,3464.0,1
220,210,763.0,3010.0,1
225,210,915.0,3554.0,1
230,210,1565.0,3601.0,1
235,210,1292.0,2975.0,1
240,210,955.0,3544.0,1
245,210,1187.0,3427.0,1
250,210,982.0,3325.0,1
255,210,1346.0,3282.0,1
260,210,1258.0,5609.0,1
265,210,954.0,4038.0,1
270,210,236.0,624.0,1
275,210,232.0,489.0,1
280,210,452.0,1288.0,1
285,210,492.0,1782.0,1
290,210,180.0,313.0,0
295,210,1159.0,2257.0,1
300,210,300.0,841.0,1
10,215,263.0,599.0,1
15,215,199.0,344.0,0
20,215,390.0,1136.0,1
25,215,413.0,979.0,1
30,215,390.0,677.0,0
35,215,292.0,575.0,1
40,215,383.0,913.0,1
45,215,869.0,1801.0,1
50,215,893.0,1953.0,1
55,215,2702.0,3044.0,0
60,215,1965.0,2206.0,0
65,215,726.0,763.0,0
70,215,2244.0,2918.0,0
75,215,1685.0,2927.0,0
80,215,1209.0,2557.0,1
85,215,875.0,1789.0,1
90,215,649.0,1894.0,1
95,215,519.0,1472.0,1
100,215,751.0,2022.0,1
105,215,1536.0,2374.0,0
110,215,663.0,1802.0,1
115,215,592.0,2084.0,1
120,215,697.0,1816.0,1
125,215,756.0,2026.0,1
130,215,1522.0,2631.0,0
135,215,723.0,2234.0,1
140,215,173.0,295.0,0
145,215,224.0,510.0,1
150,215,243.0,504.0,1
155,215,846.0,2616.0,1
160,215,422.0,1186.0,1
165,215,536.0,1885.0,1
170,215,879.0,2883.0,1
175,215,1490.0,1576.0,0
180,215,500.0,2038.0,1
185,215,242.0,623.0,1
190,215,610.0,1968.0,1
195,215,523.0,1483.0,1
200,215,599.0,1844.0,1
205,215,1288.0,2643.0,1
210,215,1649.0,3319.0,1
215,215,1625.0,3852.0,1
220,215,851.0,3617.0,1
225,215,868.0,3882.0,1
230,215,1382.0,3520.0,1
235,215,1432.0,3260.0,1
240,215,815.0,2173.0,1
245,215,926.0,4040.0,1
250,215,922.0,1326.0,0
255,215,799.0,2527.0,1
260,215,1016.0,2203.0,1
265,215,698.0,3093.0,1
270,215,180.0,322.0,0
275,215,558.0,2096.0,1
280,215,496.0,1717.0,1
285,215,257.0,628.0,1
290,215,231.0,353.0,0
295,215,278.0,593.0,1
300,215,849.0,1708.0,1
10,220,516.0,1605.0,1
15,220,578.0,1977.0,1
20,220,504.0,1554.0,1
25,220,505.0,1450.0,1
30,220,452.0,1699.0,1
35,220,456.0,1400.0,1
40,220,916.0,2061.0,1
45,220,1495.0,2300.0,0
50,220,1679.0,2385.0,0
55,220,5511.0,5347.0,0
60,220,3541.0,3976.0,0
65,220,1414.0,2273.0,0
70,220,1425.0,2228.0,0
75,220,1088.0,1996.0,0
80,220,790.0,2474.0,1
85,220,706.0,1612.0,1
90,220,684.0,2494.0,1
95,220,801.0,2272.0,1
100,220,382.0,1134.0,1
105,220,2297.0,2513.0,0
110,220,704.0,1905.0,1
115,220,445.0,1694.0,1
120,220,918.0,2427.0,1
125,220,176.0,190.0,0
130,220,203.0,248.0,0
135,220,365.0,440.0,0
140,220,178.0,229.0,0
145,220,224.0,293.0,0
150,220,485.0,1200.0,1
155,220,533.0,1334.0,1
160,220,603.0,1890.0,1
165,220,470.0,1670.0,1
170,220,519.0,2298.0,1
175,220,605.0,1075.0,0
180,220,200.0,390.0,1
185,220,367.0,925.0,1
190,220,1297.0,4022.0,1
195,220,1065.0,4635.0,1
200,220,1030.0,3908.0,1
205,220,1118.0,2873.0,1
210,220,847.0,2615.0,1
215,220,670.0,2828.0,1
220,220,745.0,3515.0,1
225,220,978.0,4095.0,1
230,220,493.0,1531.0,1
235,220,322.0,1057.0,1
240,220,525.0,2272.0,1
245,220,285.0,543.0,0
250,220,257.0,648.0,1
255,220,525.0,1970.0,1
260,220,180.0,487.0,1
265,220,200.0,413.0,1
270,220,241.0,509.0,1
275,220,376.0,1041.0,1
280,220,276.0,791.0,1
285,220,730.0,2434.0,1
290,220,511.0,1567.0,1
295,220,191.0,357.0,0
300,220,158.0,182.0,0
10,225,314.0,650.0,1
15,225,712.0,2210.0,1
20,225,272.0,492.0,0
25,225,343.0,503.0,0
30,225,439.0,1391.0,1
35,225,394.0,1119.0,1
40,225,1084.0,2367.0,1
45,225,2590.0,2873.0,0
50,225,2272.0,2520.0,0
55,225,1273.0,2199.0,0
60,225,1370.0,2194.0,0
65,225,1038.0,2398.0,1
70,225,1266.0,2340.0,0
75,225,881.0,2146.0,1
80,225,720.0,2452.0,1
85,225,647.0,2450.0,1
90,225,517.0,1341.0,1
95,225,350.0,758.0,1
100,225,1051.0,2158.0,1
105,225,4360.0,4232.0,0
110,225,479.0,733.0,0
115,225,275.0,633.0,1
120,225,169.0,194.0,0
125,225,1206.0,2089.0,0
130,225,207.0,252.0,0
135,225,361.0,739.0,1
140,225,380.0,994.0,1
145,225,720.0,1993.0,1
150,225,739.0,2544.0,1
155,225,926.0,3099.0,1
160,225,1234.0,4439.0,1
165,225,667.0,2820.0,1
170,225,848.0,3035.0,1
175,225,309.0,368.0,0
180,225,1189.0,3589.0,1
185,225,1191.0,3372.0,1
190,225,699.0,2381.0,1
195,225,718.0,2902.0,1
200,225,875.0,3701.0,1
205,225,854.0,3029.0,1
210,225,1129.0,4152.0,1
215,225,746.0,3302.0,1
220,225,642.0,2872.0,1
225,225,435.0,1646.0,1
230,225,188.0,367.0,1
235,225,190.0,346.0,0
240,225,314.0,931.0,1
245,225,428.0,1302.0,1
250,225,576.0,2536.0,1
255,225,409.0,1298.0,1
260,225,246.0,774.0,1
265,225,476.0,1724.0,1
270,225,479.0,1486.0,1
275,225,389.0,931.0,1
280,225,219.0,410.0,0
285,225,227.0,492.0,1
290,225,877.0,2902.0,1
295,225,265.0,517.0,1
300,225,412.0,855.0,1
10,230,559.0,1803.0,1
15,230,1093.0,3180.0,1
20,230,954.0,2803.0,1
25,230,578.0,1043.0,0
30,230,405.0,1326.0,1
35,230,747.0,2374.0,1
40,230,731.0,1817.0,1
45,230,2095.0,2635.0,0
50,230,1271.0,2657.0,1
55,230,1129.0,2847.0,1
60,230,932.0,1882.0,1
65,230,1089.0,2710.0,1
70,230,1092.0,2272.0,1
75,230,828.0,2502.0,1
80,230,883.0,2743.0,1
85,230,698.0,1343.0,1
90,230,682.0,1704.0,1
95,230,498.0,990.0,1
100,230,345.0,513.0,0
105,230,840.0,1328.0,0
110,230,889.0,2129.0,1
115,230,987.0,1960.0,1
120,230,206.0,274.0,0
125,230,361.0,582.0,0
130,230,502.0,805.0,0
135,230,1128.0,1760.0,0
140,230,1260.0,2372.0,0
145,230,626.0,1984.0,1
150,230,697.0,1625.0,1
155,230,1347.0,3119.0,1
160,230,398.0,1257.0,1
165,230,205.0,443.0,1
170,230,472.0,857.0,0
175,230,208.0,467.0,1
180,230,986.0,3149.0,1
185,230,1424.0,2142.0,0
190,230,993.0,3280.0,1
195,230,1095.0,3806.0,1
200,230,812.0,3551.0,1
205,230,685.0,2244.0,1
210,230,1175.0,3136.0,1
215,230,931.0,3741.0,1
220,230,703.0,2440.0,1
225,230,189.0,498.0,1
230,230,179.0,436.0,1
235,230,162.0,252.0,0
240,230,178.0,284.0,0
245,230,316.0,1058.0,1
250,230,259.0,638.0,1
255,230,904.0,3970.0,1
260,230,571.0,1912.0,1
265,230,460.0,1418.0,1
270,230,268.0,418.0,0
275,230,501.0,1464.0,1
280,230,294.0,788.0,1
285,230,386.0,844.0,1
290,230,359.0,852.0,1
295,230,666.0,1214.0,0
300,230,493.0,674.0,0
10,235,410.0,1122.0,1
15,235,902.0,1205.0,0
20,235,223.0,544.0,1
25,235,545.0,790.0,0
30,235,361.0,1138.0,1
35,235,616.0,1624.0,1
40,235,1078.0,1983.0,0
45,235,1446.0,2147.0,0
50,235,1539.0,2910.0,0
55,235,1228.0,2376.0,1
60,235,1136.0,2580.0,1
65,235,1005.0,1787.0,0
70,235,236.0,409.0,0
75,235,724.0,2521.0,1
80,235,860.0,2037.0,1
85,235,537.0,1732.0,1
90,235,801.0,2192.0,1
95,235,1041.0,2614.0,1
100,235,1610.0,2864.0,0
105,235,1698.0,2482.0,0
110,235,805.0,1154.0,0
115,235,425.0,458.0,0
120,235,474.0,510.0,0
125,235,1339.0,1625.0,0
130,235,1785.0,2352.0,0
135,235,1995.0,3153.0,0
140,235,1710.0,2932.0,0
145,235,1211.0,2578.0,1
150,235,1346.0,2547.0,0
155,235,217.0,397.0,0
160,235,550.0,1537.0,1
165,235,242.0,578.0,1
170,235,199.0,283.0,0
175,235,915.0,3226.0,1
180,235,575.0,2780.0,1
185,235,562.0,2430.0,1
190,235,444.0,1746.0,1
195,235,2238.0,2487.0,0
200,235,874.0,3441.0,1
205,235,1252.0,3402.0,1
210,235,892.0,4079.0,1
215,235,264.0,688.0,1
220,235,198.0,440.0,1
225,235,187.0,409.0,1
230,235,195.0,383.0,1
235,235,166.0,215.0,0
240,235,184.0,301.0,0
245,235,168.0,226.0,0
250,235,173.0,240.0,0
255,235,184.0,283.0,0
260,235,670.0,2070.0,1
265,235,196.0,262.0,0
270,235,195.0,270.0,0
275,235,279.0,620.0,1
280,235,396.0,936.0,1
285,235,529.0,1859.0,1
290,235,405.0,698.0,0
295,235,213.0,364.0,0
300,235,585.0,1927.0,1
10,240,320.0,942.0,1
15,240,1087.0,2137.0,1
20,240,670.0,1191.0,0
25,240,462.0,1351.0,1
30,240,479.0,1846.0,1
35,240,635.0,1677.0,1
40,240,1559.0,2248.0,0
45,240,1223.0,2342.0,1
50,240,1154.0,3125.0,1
55,240,779.0,2419.0,1
60,240,1207.0,2346.0,1
65,240,557.0,1572.0,1
70,240,717.0,2462.0,1
75,240,550.0,1712.0,1
80,240,645.0,1633.0,1
85,240,1105.0,2701.0,1
90,240,637.0,1989.0,1
95,240,515.0,1819.0,1
100,240,1114.0,2383.0,1
105,240,1044.0,2047.0,1
110,240,2217.0,2246.0,0
115,240,1999.0,2299.0,0
120,240,1672.0,2163.0,0
125,240,1220.0,2351.0,1
130,240,1534.0,2360.0,0
135,240,1719.0,2503.0,0
140,240,276.0,286.0,0
145,240,193.0,182.0,0
150,240,188.0,209.0,0
155,240,201.0,241.0,0
160,240,354.0,596.0,0
165,240,254.0,431.0,0
170,240,508.0,1550.0,1
175,240,931.0,3415.0,1
180,240,268.0,630.0,1
185,240,218.0,315.0,0
190,240,572.0,1811.0,1
195,240,363.0,1515.0,1
200,240,2518.0,2797.0,0
205,240,1100.0,2502.0,1
210,240,228.0,522.0,1
215,240,376.0,1348.0,1
220,240,193.0,422.0,1
225,240,198.0,348.0,0
